ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source,Keywords_HA,Confidence
TAX_528,penalties,Do penalties increase over time?,Yes. Late filing penalties continue to accrue monthly. Interest on unpaid tax accumulates daily at the CBN rate. The total amount owed can grow significantly if left unresolved.,"Da shigewar lokaci, muna samun ƙaruwa kuwa?","Hakika, sa'ad da aka gama ba da jawabin, sai a tara kuɗin a kowace rana a kowace rana, kashi 66 bisa ɗari na yawan kuɗin da ake samu idan aka ci gaba da girma.","penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85","Hakika,, sa'ad, jawabin,, kuɗin, kowace",HIGH
TAX_529,penalties,Can I appeal tax decisions?,"Yes. You have 30 days from receiving an assessment to object. If objection fails, appeal to the Tax Appeal Tribunal within 30 days, and further to the Federal High Court if needed.",Zan iya gaya maka yadda zan tsai da shawara?,"Hakika, kana da kwanaki 30 da za ka iya yin bincike a kan wannan batun. Idan ba ka yi hakan ba, ka gaya wa Kotun Turai na ' Yancin ' Yan kwanaki 30 a ranar 30 ga Nuwamba, bayan haka, sai ka tafi Kotun Turai na ' yan kwanaki.","penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85","Hakika,, kwanaki, bincike, wannan, batun.",HIGH
TAX_530,vat,What is sales tax?,"Nigeria uses VAT (Value Added Tax) rather than a traditional sales tax. VAT of 7.5% is charged at every stage of the supply chain, with businesses recovering input VAT paid to suppliers.","To, mẽ ya sãme su?","An yi amfani da kayayyakin bincike na Huɗu a kan gaba wajen samun kuɗi maimakon biyan haraji, maimakon a yi amfani da su a dukan fannonin kasuwanci, kashi 7 bisa ɗari bisa ɗari na Afirka ta Kudu.","VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)","amfani, kayayyakin, bincike, wajen, samun",HIGH
TAX_531,vat,Is VAT same as sales tax?,They are similar but different. VAT is charged at every production stage with input tax recovery; sales tax is usually charged only at final sale. Nigeria uses VAT at 7.5%.,"Shin fa, wanda ya yanka kuɗi a kansa, to, shi ne mafi alhẽri daga gare su?","Ko da yake ana amfani da su ne dabam dabam, kashi huɗu bisa ɗari na ma'aikatan gwamnati suna yin amfani da kuɗin da suka samu wajen biyan haraji.","VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)","amfani, dabam, dabam,, kashi, ma'aikatan",HIGH
TAX_532,vat,Who charges VAT?,VAT-registered businesses (those with annual turnover above N25m or voluntary registrants) must charge VAT on their taxable supplies to customers.,Waye ne ya fi muhimmanci a cikin Littafi Mai Tsarki?,"Masu bincike sun gano cewa a cikin rubuce - rubucen kayayyakin tarihi na Huɗu, ' yan kasuwa suna bukatar su ba da cikakken bayani game da masu ciniki.","VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)","bincike, cikin, rubuce, rubucen, kayayyakin",HIGH
TAX_533,vat,Are services taxed?,"Yes. Most services provided in Nigeria are subject to 7.5% VAT. Exemptions apply to medical services, educational tuition, financial services (on money), and shared passenger transport.","Alal misali, ana ba da gudummawar haraji ne?","Hakika, yawancin ayyukan da ake yi a Nijeriya ana amfani da su ne don a yi magani da likitoci da likitoci da likitoci da kuma jirgin ruwa.","VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)","Hakika,, yawancin, ayyukan, Nijeriya, amfani",HIGH
TAX_534,vat,What items are VAT free?,"VAT-free (exempt): land, buildings, money, government licences, military equipment, baby products, shared road transport. Zero-rated (0% VAT): food, medicine, education, electricity, exports.",Waɗanne talifofi ne na huɗu na Huɗu suke cikin Littafi Mai Tsarki?,"Idan ba tare da abinci na huɗu ba, gidaje, gidaje, gidajen sojoji, gidajen soja, masu tafiya da yara, masu tafiya a hanyar jirgin ƙasa, da kuma wasu abubuwa masu kyau da ake samu daga magani, magani, magani, magani, ko kuma magani.","VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)","abinci, gidaje,, gidaje,, gidajen, sojoji,",HIGH
TAX_535,vat,Do online purchases include VAT?,Online purchases of taxable goods and services attract 7.5% VAT. Foreign digital services sold to Nigerian customers by non-resident suppliers are also subject to VAT under the NTA 2025.,"Na huɗu, ka yi la'akari da kuɗin da nake samu a aikin wa'azi da nake yi.",' Yan'uwa daga wasu ƙasashe sukan sayar da kuɗi kuma su ba da gudummawar kuɗi don biyan haraji.,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)","Yan'uwa, ƙasashe, sukan, sayar, gudummawar",HIGH
TAX_536,vat,How is VAT added?,"VAT is calculated as 7.5% of the taxable value of the supply and must be shown separately on your VAT invoice. E.g., goods worth N10,000 + N750 VAT = N10,750 total.",Ta yaya huɗu na huɗu suka ƙaru?,"Alal misali, an gano cewa kashi 7 bisa ɗari bisa ɗari na gaba gaɗi da aka yi amfani da su a tara da kuma tara dukiya na huɗu da aka tara daga cikin kuɗin tsaro na huɗu da aka tara da tamani sosai a ƙarni na huɗu K.Z.","VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)","misali,, kashi, amfani, dukiya, cikin",HIGH
TAX_537,vat,When is VAT paid?,VAT is paid by the consumer at the point of purchase. VAT-registered businesses collect and remit it to FIRS by the 21st of the following month.,Yaushe Ne Ake Biyan Bukatunmu na Huɗu?,Masu bincike sun gano cewa masanan kimiyya sun gano abin da ke faruwa a rana ta huɗu ta watan Satumba na gaba.,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)","bincike, masanan, kimiyya, faruwa, watan",HIGH
TAX_538,vat,Do I need to register for VAT?,Mandatory if turnover exceeds N25m annually. Voluntary registration is allowed below this threshold. Registration is done at any FIRS office or through the FIRS online portal.,Na fito ne daga cikin Littafi Mai Tsarki na huɗu?,Kowace shekara ana tafiyar da wannan littafin da aka rubuta a ƙarƙashin wannan bangon. An buga shi ne a ƙarƙashin duk inda aka yi amfani da na'urar buga littattafai ko kuma a rarraba shi.,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)","Kowace, shekara, tafiyar, wannan, littafin",HIGH
TAX_539,vat,Can businesses reclaim VAT?,Yes. VAT-registered businesses can claim input VAT credits for VAT paid on business-related purchases. The net VAT payable to FIRS = Output VAT collected minus Input VAT paid.,Shin ' yan kasuwa suna iya neman mafaka ne?,"Hakika, masana kimiyya na Huɗu da aka rubuta a cikin Littafi Mai Tsarki za su iya neman ƙarin bayani game da kuɗin da ake kashewa a hannun masanan kimiyya na huɗu.","VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)","Hakika,, masana, kimiyya, rubuta, cikin",HIGH
TAX_540,self_employed,Do freelancers need to pay taxes?,"Yes. Freelancers are self-employed individuals subject to PIT. Register for Direct Assessment with your State IRS, declare all income annually, and pay by March 31st.",Za a biya kuɗin haraji ne?,"Hakika, ' yan'uwa mata masu aiki tuƙuru suna ba da haɗin kai ga shugaban ƙasar, suna bi da mutane a matsayin masu iko, wato, ma'aikatan gwamnati don su ba da gudummawar kuɗi a kowace shekara, a ranar 31 ga Maris, 31 ga Maris, 33 A.Z.","self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025","Hakika,, yan'uwa, tuƙuru, haɗin, shugaban",HIGH
TAX_541,self_employed,How do I report freelance income?,"Include all freelance income in your annual PIT return. If paid in foreign currency, convert to Naira at the CBN rate on the date received. Deduct allowable business expenses before calculating tax.",Ta yaya zan sami kuɗin biyan bashin kuɗi?,"KU GWADA WANNAN: Idan aka biya kuɗin harajin da aka biya a shekara ta 33 A.Z., sai a mai da hankali ga kuɗin da ake kashewa a kowace shekara.","self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025","GWADA, WANNAN:, kuɗin, harajin, shekara",HIGH
TAX_542,self_employed,Is gig work taxable?,"Yes. All gig economy income (ride-hailing, delivery, freelance platforms, task apps) is taxable as self-employment income. Declare all earnings in your annual return.",Aiki ne da ake yi a wurin?,"Hakika, dukan kuɗin da ake biya na albashi mai tsoka (da aka haɗa) da ba da fili, kayan aiki, da sauransu ba su da yawa, kamar kuɗin da ake kashewa a kowace shekara.","self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025","Hakika,, dukan, kuɗin, albashi, tsoka",HIGH
TAX_543,self_employed,Do small earnings require tax?,"If total annual income from all sources exceeds the minimum wage threshold (first N800k is taxed at 0%), tax applies to the excess. Even small earnings should be declared.",' Yan kasuwa suna biyan haraji ne?,"Sa'ad da na je jami'a na kusan kowace shekara, sai in yi amfani da kuɗin da na samu don biyan kuɗin sabulu.","self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025","Sa'ad, jami'a, kusan, kowace, shekara,",HIGH
TAX_544,self_employed,What tax applies to startups?,Registered startups (companies) with turnover below N100m pay 0% CIT. Labelled startups under the Nigeria Startup Act may qualify for additional incentives. All must file returns regardless.,Wace irin haraji ce aka yi amfani da ita a kan ma'aikata?,"Alal misali, kashi 60 bisa ɗari na kasuwanci da aka yi a Amirka ta Kudu, kashi 60 bisa ɗari na ' yan kasuwa sun ba da tabbaci cewa akwai wasu abubuwa da za su taimaka mana mu kasance da haɗin kai.","self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025","misali,, kashi, kasuwanci, Amirka, Kudu,",HIGH
TAX_545,self_employed,How do I track my income?,"Keep a simple income record: date, client/source, description, and amount. Use accounting software (Wave, QuickBooks) or a spreadsheet. Reconcile monthly with your bank statement.",Ta yaya zan rage kuɗina?,Ka yi amfani da kuɗin da kake da shi don ka samu kuɗin biyan bukatun kanka.,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025","amfani, kuɗin, kuɗin, biyan, bukatun",HIGH
TAX_546,self_employed,Do I need tax agent?,"Not mandatory but recommended for complex situations. A registered tax consultant helps ensure accurate filing, maximizes legitimate deductions, and handles audit queries professionally.","Alal misali, wani ma'aikacin gwamnati zai iya yin amfani da wani ɗan sanda don ya hana shi yin wa'azi ne?","Ko da yake ba wajibi ba ne a ba da shawara game da yanayi masu wuya, wani lauya ya ce a ba da bayanin yadda za a yi amfani da jini a hanyar da ta dace, da kuma yadda za a yi amfani da kayayyakin bincike don a gabatar da ilimin ilimin ilimin ilimin falsafa.","self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025","wajibi, shawara, yanayi, wuya,, lauya",HIGH
TAX_547,self_employed,Is business income taxed differently?,For sole traders: business income is taxed as PIT (progressive rates). For registered companies: CIT applies at 0% (small) or 30% (large). The tax base and treatment differ significantly.,"Alal misali, a ce masana kimiyya sun fi mai da hankali ga neman kuɗin da za su biya.","Ga ' yan kasuwa masu talla: Ma'aikata suna kashe kuɗi sosai, suna yin amfani da na'urar buga littattafai don su gano cewa kuɗin da suke samu yana da tsada sosai.","self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025","kasuwa, talla:, Ma'aikata, kashe, sosai,",HIGH
TAX_548,self_employed,Do I pay tax on side income?,"Yes. All income from all sources is taxable. Side income from part-time work, freelancing, or business is added to your primary income and taxed at your applicable marginal rate.",Shin biyan haraji yana da muhimmanci ne game da biyan haraji?,"Hakika, dukan kuɗin da ake samu a dukan ɓangarorin duniya ba su da yawa.","self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025","Hakika,, dukan, kuɗin, dukan, ɓangarorin",HIGH
TAX_549,self_employed,How do I declare earnings?,"File your annual return at your State IRS (for individuals/sole traders) or FIRS (for companies). Include all income sources, deduct allowable expenses, and pay assessed tax by the deadline.",Ta yaya za mu iya samun riba ta kasuwanci?,"Alal misali, ka yi la'akari da rahoton da aka yi a ƙasar Amirka na shekara - shekara a matsayin mai tsara ayyukan ' yan'uwa da ke kula da aikin wa'azi a ƙasashen waje.","self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025","misali,, la'akari, rahoton, ƙasar, Amirka",HIGH
TAX_550,exemptions,Who qualifies for tax exemption?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",Wanene ke nufin mai karɓan haraji?,"Wani bincike da aka yi a ƙasar Nijeriya ya nuna cewa kashi 60 bisa ɗari na kuɗin haraji na gwamnati, kashi 80 bisa ɗari na ma'aikatan gwamnati, kashi 80 bisa ɗari na ma'aikatan gwamnati, biyan haraji, tattalin arziki, da kuma noma na shekaru 5 bisa ɗari.","exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule","bincike, ƙasar, Nijeriya, kashi, kuɗin",HIGH
TAX_551,exemptions,Are students exempt globally?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",Ɗaliban Littafi Mai Tsarki suna da tsari mai kyau a duniya kuwa?,"Wani bincike da aka yi a ƙasar Nijeriya ya nuna cewa kashi 60 bisa ɗari na kuɗin haraji na gwamnati, kashi 80 bisa ɗari na ma'aikatan gwamnati, kashi 80 bisa ɗari na ma'aikatan gwamnati, biyan haraji, tattalin arziki, da kuma noma na shekaru 5 bisa ɗari.","exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule","bincike, ƙasar, Nijeriya, kashi, kuɗin",HIGH
TAX_552,exemptions,Do retirees file taxes?,"Tax exemptions in Nigeria include: minimum wage earners (0% PIT), government bonds income, pension income, military salaries, disability compensation, and agricultural businesses for first 5 years.",Shin za a iya ba da gudummawar kuɗi ne?,"Wani bincike da aka yi a ƙasar Nijeriya ya nuna cewa kashi 60 bisa ɗari na kuɗin haraji na gwamnati, kashi 80 bisa ɗari na ma'aikatan gwamnati, kashi 80 bisa ɗari na ma'aikatan gwamnati, biyan haraji, tattalin arziki, da kuma noma na shekaru 5 bisa ɗari.","exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule","bincike, ƙasar, Nijeriya, kashi, kuɗin",HIGH
