ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source
TAX_601,filing,What happens if I don't file my tax?,"Non-filing leads to penalties of N50,000 (first month) + N25,000 (each additional month), interest charges, possible tax assessment by the tax authority, and eventually court action.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_602,filing,Can I ignore tax filing?,"No. Ignoring tax filing results in accumulating penalties, possible audit, tax assessment, and ultimately enforcement action including asset seizure and prosecution.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_603,filing,How do I start filing my tax?,Step 1: Gather all income documents. Step 2: Register/login at efiling.firs.gov.ng with your TIN. Step 3: Complete the return form. Step 4: Upload documents. Step 5: Submit and pay any assessed tax.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_604,filing,Can I file my tax late?,"Yes, but penalties apply. N50,000 for the first month late and N25,000 for each subsequent month. File as soon as possible even if you cannot pay immediately to stop penalties accumulating.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_605,filing,Will I be fined for not filing?,"Yes. The penalty for not filing is N50,000 for the first month and N25,000 for every month thereafter. The fine accumulates until you file. File immediately to stop the penalty.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_606,filing,Can I correct my tax after submitting?,Yes. File an amended return within 6 years of the original filing. The amendment must be submitted to the same tax office with a letter explaining the correction.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_607,filing,What if I made mistake in my filing?,Tax returns must be filed annually. Individuals file by March 31st; companies file within 6 months after their financial year end. Returns can be filed online through the FIRS e-filing portal at efiling.firs.gov.ng.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_608,filing,Do I need help to file tax?,"For simple salary income, you can file yourself online. For complex situations (multiple income, business, investments), a qualified tax professional ensures accuracy and optimal deductions.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_609,filing,Can I file tax without documents?,"You should not. Without documents, your figures will be estimates and may be challenged in an audit. Gather payslips, bank statements, and receipts before filing. Estimates can lead to under/over-payment.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_610,compliance,Am I compliant with tax laws?,"Check if you have: registered for TIN, filed all annual returns, paid all assessed taxes, properly deducted and remitted WHT, and maintained records for 6 years. Any gap means non-compliance.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_611,compliance,How do I know if I am following tax rules?,"You are compliant if: your TIN is active, all returns are filed by deadline, all assessed taxes are paid, WHT is deducted where required, and your records are up to date.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_612,compliance,What if I have not been paying tax?,"Voluntary disclosure is your best option. Approach your State IRS or FIRS, declare your outstanding liabilities, and negotiate a payment plan. Penalties may be reduced for genuine voluntary compliance.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_613,compliance,Will they audit me personally?,"You can be audited if you are self-employed, have multiple income sources, show lifestyle inconsistent with declared income, or are selected through the tax authority's risk-based audit process.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_614,compliance,Can I get into trouble for mistakes?,"Honest mistakes are generally not criminally prosecuted but may attract additional tax and interest. However, willful falsification, tax evasion, or fraud is a criminal offence with fines and imprisonment.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_615,compliance,How do I prepare for tax audit?,"Organize all financial documents for the audit period, reconcile returns with bank statements, note all deductions claimed with supporting evidence, and engage a tax professional to guide you through the process.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_616,compliance,Do I need to keep all my receipts?,"Yes. Keep all receipts, invoices, bank statements, and payment records. These are your primary evidence for deductions claimed and income declared in your tax returns.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_617,compliance,What if I lost my tax records?,"Try to reconstruct records from bank statements, employer certificates, and counterparties. Inform your tax authority proactively. Inability to provide records during an audit leads to adverse assessments.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_618,compliance,Can they check my bank account?,"Yes. Under the NTA 2025, the tax authority can obtain a court order to access your bank records. Banks are also required to report certain transactions to the NRS.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_619,compliance,How serious is tax compliance?,"Very serious. Non-compliance leads to: financial penalties, interest charges, reputational damage, inability to obtain TCC (needed for contracts), asset seizure, and criminal prosecution for persistent defaulters.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_620,penalties,Will I be punished for not paying tax?,"Yes. Failure to pay results in penalties (10% of unpaid tax), interest charges, potential bank account restrictions, asset seizure, and ultimately criminal prosecution.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_621,penalties,What happens if I skip tax payment?,"Skipping tax payment results in: 10% penalty on unpaid tax, CBN interest rate charges, bank account restrictions, eventual asset seizure, and court proceedings if persistent.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_622,penalties,Can I go to jail for my tax issues?,"Criminal prosecution and imprisonment are possible for deliberate tax evasion, providing false information, or fraud. Honest mistakes or inability to pay are handled differently through civil enforcement.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_623,penalties,How much will I be fined?,"Late filing: N50,000 (first month) + N25,000 (per month). Unpaid tax: 10% penalty + CBN interest. Tax evasion/fraud: up to N10 million fine + possible imprisonment.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_624,penalties,Can I settle my tax penalty?,"Yes. Contact your tax authority to discuss settlement options. You can pay penalties in full, apply for a penalty waiver, or negotiate a payment plan for the total outstanding amount.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_625,penalties,Will penalty keep increasing?,"Yes. Penalties and interest accumulate daily/monthly until the full amount is paid. The longer you wait, the larger the total amount owed becomes.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_626,penalties,Can I beg them to reduce penalty?,"Yes, formally. File a penalty waiver application with supporting evidence (hardship, medical emergency, natural disaster, etc.). The tax authority has discretion to reduce or cancel penalties.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_627,penalties,What if I can't afford to pay tax?,Contact the tax authority immediately to apply for a payment plan (instalment agreement). The NTA 2025 allows for structured payment arrangements to settle tax debts over time.,,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_628,penalties,Will they block my account?,Yes. Persistent non-payment can lead to bank account restriction orders under the NTA 2025. The tax authority can instruct your bank to restrict withdrawals until outstanding taxes are settled.,,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_629,penalties,Can I ignore tax messages?,"No. Ignoring tax messages results in escalating enforcement actions. Respond to every notice within the stated deadline. Even if you cannot pay, communicate with the tax authority.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_630,self_employed,Do I need to pay tax as a freelancer?,"Yes. As a self-employed person, you pay PIT through Direct Assessment at your State IRS. Register, track your income and expenses, file by March 31st, and pay the assessed tax.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_631,self_employed,I work for myself do I still pay tax?,"Yes. Self-employed individuals are not exempt from tax. Register for Direct Assessment at your State IRS, declare your income and expenses annually, and pay tax on your net profit.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_632,self_employed,How do I calculate my own tax?,"Calculate: Total income minus allowable expenses (rent, supplies, transport) minus statutory deductions (pension, NHF). Apply progressive PIT rates to the resulting chargeable income.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
